VZ,2022,2022,FY,1.36835E+11,59133000000,77702000000,0.567851792,0,0,0,30136000000,17099000000,47235000000,1.06368E+11,146000000,3613000000,18516000000,48983000000,0.357971279,30467000000,0.222655023,-2196000000,28271000000,0.206606497,6523000000,21256000000,0.155340373,5.06,5.06,4202000000,4204000000
VZ,2021,2021,FY,1.33613E+11,56301000000,77312000000,0.578626331,0,0,0,28658000000,16206000000,44864000000,1.01165E+11,48000000,3485000000,16663000000,49111000000,0.36756154,32448000000,0.242850621,-3028000000,29420000000,0.220188155,6802000000,22065000000,0.165141117,5.32,5.32,4148000000,4150000000
VZ,2020,2020,FY,1.28292E+11,51201000000,77091000000,0.600902628,0,0,0,31573000000,16720000000,48293000000,99494000000,65000000,4247000000,16136000000,44934000000,0.350247872,28798000000,0.224472298,-4831000000,23967000000,0.186816014,5619000000,17801000000,0.13875378,4.3,4.3,4140000000,4142000000
VZ,2019,2019,FY,1.31868E+11,54726000000,77142000000,0.584994085,0,0,0,29896000000,16682000000,46578000000,1.01304E+11,121000000,4730000000,13953000000,44331000000,0.336177086,30378000000,0.23036673,-7645000000,22733000000,0.172392089,2945000000,19265000000,0.146093063,4.66,4.65,4138000000,4140000000
VZ,2018,2018,FY,1.30863E+11,55508000000,75355000000,0.5758312127950604,0,31083000000,0,31083000000,17403000000,48486000000,1.03994E+11,94000000,4833000000,17403000000,41348000000,0.31596402344436547,22278000000,0.17023910501822517,-2655000000,19623000000,0.14995071181311753,3584000000,15528000000,0.11865844432727356,3.76,3.76,4128000000,4132000000
VZ,2017,2017,FY,1.26034E+11,51556000000,74478000000,0.590935779,0,28336000000,0,28336000000,16954000000,45290000000,96846000000,82000000,4733000000,16954000000,41832000000,0.33191043686624244,27414000000,0.21751273465890156,-6820000000,20594000000,0.16340035228589112,-9956000000,30101000000,0.23883237856451434,7.37,7.36,4084000000,4089000000
VZ,2016,2016,FY,1.2598E+11,51424000000,74556000000,0.591808224,0,31569000000,0,31569000000,15928000000,47497000000,98921000000,59000000,4376000000,15928000000,40809000000,0.3239323702174948,27059000000,0.2147880615970789,-6073000000,20986000000,0.16658199714240354,7378000000,13127000000,0.10419907921892364,3.22,3.21,4080000000,4086000000
VZ,2015,2015,FY,1.3162E+11,52557000000,79063000000,0.6006913842881021,0,29986000000,0,29986000000,16017000000,46003000000,98560000000,115000000,4920000000,16017000000,48681000000,0.36986020361647165,33060000000,0.25117763257863546,-4820000000,28240000000,0.21455705819784227,9865000000,17879000000,0.1358380185382161,4.38,4.37,4085000000,4093000000
VZ,2014,2014,FY,1.27079E+11,49931000000,77148000000,0.6070869301772913,0,41016000000,0,41016000000,16533000000,57549000000,1.0748E+11,108000000,4915000000,16533000000,34387000000,0.2705954563696598,19599000000,0.15422689822866092,-4329000000,15270000000,0.12016147435846992,3314000000,9625000000,0.075740288,2.42,2.42,3974000000,3981000000
VZ,2013,2013,FY,1.2055E+11,44887000000,75663000000,0.6276482787225218,0,27089000000,0,27089000000,16606000000,43695000000,88582000000,64000000,2667000000,16606000000,36500000000,0.3027789299046039,31968000000,0.2651845707175446,-2691000000,29277000000,0.2428618830360846,5730000000,11497000000,0.095371215,4.01,4,2866000000,2874000000
